country,site_code,survey,indicator_full,indicator_condensed,survey_question_code,full_question,response_options
Brazil,BIGUAPE,Sustainable Livelihoods,Food Security,Food Security,which_of_these_statements_best_describes_food_consumed_in_your_home_in_the_last_12_months_converted_1,Which of these statements best describes food consumed in your home in the last 12 months?,"Always had enough food, sometimes did not have enough food, often did not have enough food, never had enough food"
Brazil,CANAVIE,Sustainable Livelihoods,Food Security,Food Security,which_of_these_statements_best_describes_food_consumed_in_your_home_in_the_last_12_months_converted_1,Which of these statements best describes food consumed in your home in the last 12 months?,"Always had enough food, sometimes did not have enough food, often did not have enough food, never had enough food"
Brazil,CURURUP,Sustainable Livelihoods,Food Security,Food Security,which_of_these_statements_best_describes_food_consumed_in_your_home_in_the_last_12_months_converted_1,Which of these statements best describes food consumed in your home in the last 12 months?,"Always had enough food, sometimes did not have enough food, often did not have enough food, never had enough food"
Brazil,PCVERDE,Sustainable Livelihoods,Food Security,Food Security,which_of_these_statements_best_describes_food_consumed_in_your_home_in_the_last_12_months_converted_1,Which of these statements best describes food consumed in your home in the last 12 months?,"Always had enough food, sometimes did not have enough food, often did not have enough food, never had enough food"
Brazil,PIRAJUB,Sustainable Livelihoods,Food Security,Food Security,which_of_these_statements_best_describes_food_consumed_in_your_home_in_the_last_12_months_converted_1,Which of these statements best describes food consumed in your home in the last 12 months?,"Always had enough food, sometimes did not have enough food, often did not have enough food, never had enough food"
Brazil,BIGUAPE,Sustainable Livelihoods,Household Assets,Household Assets,household_assets_items_in_house_1,Which of the following items do you have in your household?,"yes or no, whether your household has specific assets listed: running water,electricity,refrigerator,oven,radio,TV,satellite dish,Computer ,Internet, cellular phone, landline phone"
Brazil,CANAVIE,Sustainable Livelihoods,Household Assets,Household Assets,household_assets_items_in_house_1,Which of the following items do you have in your household?,"yes or no, whether your household has specific assets listed: running water,electricity,refrigerator,oven,radio,TV,satellite dish,Computer ,Internet, cellular phone, landline phone"
Brazil,CURURUP,Sustainable Livelihoods,Household Assets,Household Assets,household_assets_items_in_house_1,Which of the following items do you have in your household?,"yes or no, whether your household has specific assets listed: running water,electricity,refrigerator,oven,radio,TV,satellite dish,Computer ,Internet, cellular phone, landline phone"
Brazil,PARNAIB,Sustainable Livelihoods,Household Assets,Household Assets,household_assets_items_in_house_1,Which of the following items do you have in your household?,"yes or no, whether your household has specific assets listed: running water,electricity,refrigerator,oven,radio,TV,satellite dish,Computer ,Internet, cellular phone, landline phone"
Brazil,PCVERDE,Sustainable Livelihoods,Household Assets,Household Assets,household_assets_items_in_house_1,Which of the following items do you have in your household?,"yes or no, whether your household has specific assets listed: running water,electricity,refrigerator,oven,radio,TV,satellite dish,Computer ,Internet, cellular phone, landline phone"
Brazil,PIRAJUB,Sustainable Livelihoods,Household Assets,Household Assets,household_assets_items_in_house_1,Which of the following items do you have in your household?,"yes or no, whether your household has specific assets listed: running water,electricity,refrigerator,oven,radio,TV,satellite dish,Computer ,Internet, cellular phone, landline phone"
Brazil,BIGUAPE,Sustainable Livelihoods,Livelihood Stability,Livelihood Stability,46_compared_to_5_years_ago_the_quality_and_stability_of_employment_for_the_family_converted,"46- Compared to 5 years ago, the quality and stability of employment for the family:","improved, improved somewhat, remained the same, worsened somewhat, worsened"
Brazil,CANAVIE,Sustainable Livelihoods,Livelihood Stability,Livelihood Stability,46_compared_to_5_years_ago_the_quality_and_stability_of_employment_for_the_family_converted,"46- Compared to 5 years ago, the quality and stability of employment for the family:","improved, improved somewhat, remained the same, worsened somewhat, worsened"
Brazil,CURURUP,Sustainable Livelihoods,Livelihood Stability,Livelihood Stability,46_compared_to_5_years_ago_the_quality_and_stability_of_employment_for_the_family_converted,"46- Compared to 5 years ago, the quality and stability of employment for the family:","improved, improved somewhat, remained the same, worsened somewhat, worsened"
Brazil,PARNAIB,Sustainable Livelihoods,Livelihood Stability,Livelihood Stability,46_compared_to_5_years_ago_the_quality_and_stability_of_employment_for_the_family_converted,"46- Compared to 5 years ago, the quality and stability of employment for the family:","improved, improved somewhat, remained the same, worsened somewhat, worsened"
Brazil,PCVERDE,Sustainable Livelihoods,Livelihood Stability,Livelihood Stability,46_compared_to_5_years_ago_the_quality_and_stability_of_employment_for_the_family_converted,"46- Compared to 5 years ago, the quality and stability of employment for the family:","improved, improved somewhat, remained the same, worsened somewhat, worsened"
Brazil,PIRAJUB,Sustainable Livelihoods,Livelihood Stability,Livelihood Stability,46_compared_to_5_years_ago_the_quality_and_stability_of_employment_for_the_family_converted,"46- Compared to 5 years ago, the quality and stability of employment for the family:","improved, improved somewhat, remained the same, worsened somewhat, worsened"
Brazil,BIGUAPE,Sustainable Livelihoods,Subjective Well-being,Subjective Well-being,after_all_what_is_your_level_of_satisfaction_with_your_life_nowadays,"After all, what is your level of satisfaction with your life nowadays?","1-10 scale of agreement with statement, 10 best"
Brazil,CANAVIE,Sustainable Livelihoods,Subjective Well-being,Subjective Well-being,after_all_what_is_your_level_of_satisfaction_with_your_life_nowadays,"After all, what is your level of satisfaction with your life nowadays?","1-10 scale of agreement with statement, 10 best"
Brazil,CURURUP,Sustainable Livelihoods,Subjective Well-being,Subjective Well-being,after_all_what_is_your_level_of_satisfaction_with_your_life_nowadays,"After all, what is your level of satisfaction with your life nowadays?","1-10 scale of agreement with statement, 10 best"
Brazil,PARNAIB,Sustainable Livelihoods,Subjective Well-being,Subjective Well-being,after_all_what_is_your_level_of_satisfaction_with_your_life_nowadays,"After all, what is your level of satisfaction with your life nowadays?","1-10 scale of agreement with statement, 10 best"
Brazil,PCVERDE,Sustainable Livelihoods,Subjective Well-being,Subjective Well-being,after_all_what_is_your_level_of_satisfaction_with_your_life_nowadays,"After all, what is your level of satisfaction with your life nowadays?","1-10 scale of agreement with statement, 10 best"
Brazil,PIRAJUB,Sustainable Livelihoods,Subjective Well-being,Subjective Well-being,after_all_what_is_your_level_of_satisfaction_with_your_life_nowadays,"After all, what is your level of satisfaction with your life nowadays?","1-10 scale of agreement with statement, 10 best"
Brazil,BIGUAPE,Sustainable Livelihoods,Political Trust,Political Trust,generally_we_have_confidence_that_the_icmbio_can_take_decisions_for_better_interest_of_our_community,"Generally, WE HAVE CONFIDENCE THAT THE ICMBIO CAN TAKE DECISIONS FOR BETTER INTEREST OF [OUR COMMUNITY]","1-5 scale of agreement with statement, 5 best"
Brazil,CANAVIE,Sustainable Livelihoods,Political Trust,Political Trust,generally_we_have_confidence_that_the_icmbio_can_take_decisions_for_better_interest_of_our_community,"Generally, WE HAVE CONFIDENCE THAT THE ICMBIO CAN TAKE DECISIONS FOR BETTER INTEREST OF [OUR COMMUNITY]","1-5 scale of agreement with statement, 5 best"
Brazil,CURURUP,Sustainable Livelihoods,Political Trust,Political Trust,generally_we_have_confidence_that_the_icmbio_can_take_decisions_for_better_interest_of_our_community,"Generally, WE HAVE CONFIDENCE THAT THE ICMBIO CAN TAKE DECISIONS FOR BETTER INTEREST OF [OUR COMMUNITY]","1-5 scale of agreement with statement, 5 best"
Brazil,PARNAIB,Sustainable Livelihoods,Political Trust,Political Trust,generally_we_have_confidence_that_the_icmbio_can_take_decisions_for_better_interest_of_our_community,"Generally, WE HAVE CONFIDENCE THAT THE ICMBIO CAN TAKE DECISIONS FOR BETTER INTEREST OF [OUR COMMUNITY]","1-5 scale of agreement with statement, 5 best"
Brazil,PCVERDE,Sustainable Livelihoods,Political Trust,Political Trust,generally_we_have_confidence_that_the_icmbio_can_take_decisions_for_better_interest_of_our_community,"Generally, WE HAVE CONFIDENCE THAT THE ICMBIO CAN TAKE DECISIONS FOR BETTER INTEREST OF [OUR COMMUNITY]","1-5 scale of agreement with statement, 5 best"
Brazil,PIRAJUB,Sustainable Livelihoods,Political Trust,Political Trust,generally_we_have_confidence_that_the_icmbio_can_take_decisions_for_better_interest_of_our_community,"Generally, WE HAVE CONFIDENCE THAT THE ICMBIO CAN TAKE DECISIONS FOR BETTER INTEREST OF [OUR COMMUNITY]","1-5 scale of agreement with statement, 5 best"
Brazil,CANAVIE,Sustainable Livelihoods,Social Equity,Social Equity,my_family_is_able_to_benefit_from_fishing_in_our_community_as_any_other_member_of_the_community_converted,My Family is ABLE TO BENEFIT FROM [FISHING in OUR COMMUNITY] AS ANY OTHER MEMBER OF THE COMMUNITY,"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,CURURUP,Sustainable Livelihoods,Social Equity,Social Equity,my_family_is_able_to_benefit_from_fishing_in_our_community_as_any_other_member_of_the_community_converted,My Family is ABLE TO BENEFIT FROM [FISHING in OUR COMMUNITY] AS ANY OTHER MEMBER OF THE COMMUNITY,"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,PARNAIB,Sustainable Livelihoods,Social Equity,Social Equity,my_family_is_able_to_benefit_from_fishing_in_our_community_as_any_other_member_of_the_community_converted,My Family is ABLE TO BENEFIT FROM [FISHING in OUR COMMUNITY] AS ANY OTHER MEMBER OF THE COMMUNITY,"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,PCVERDE,Sustainable Livelihoods,Social Equity,Social Equity,my_family_is_able_to_benefit_from_fishing_in_our_community_as_any_other_member_of_the_community_converted,My Family is ABLE TO BENEFIT FROM [FISHING in OUR COMMUNITY] AS ANY OTHER MEMBER OF THE COMMUNITY,"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,PIRAJUB,Sustainable Livelihoods,Social Equity,Social Equity,my_family_is_able_to_benefit_from_fishing_in_our_community_as_any_other_member_of_the_community_converted,My Family is ABLE TO BENEFIT FROM [FISHING in OUR COMMUNITY] AS ANY OTHER MEMBER OF THE COMMUNITY,"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,BIGUAPE,Sustainable Livelihoods,Social Trust,Social Trust,in_a_general_way_i_trust_the_most_people_in_my_community_converted,IN A GENERAL WAY I TRUST THE MOST PEOPLE IN [MY COMMUNITY],"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,CANAVIE,Sustainable Livelihoods,Social Trust,Social Trust,in_a_general_way_i_trust_the_most_people_in_my_community_converted,IN A GENERAL WAY I TRUST THE MOST PEOPLE IN [MY COMMUNITY],"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,CURURUP,Sustainable Livelihoods,Social Trust,Social Trust,in_a_general_way_i_trust_the_most_people_in_my_community_converted,IN A GENERAL WAY I TRUST THE MOST PEOPLE IN [MY COMMUNITY],"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,PARNAIB,Sustainable Livelihoods,Social Trust,Social Trust,in_a_general_way_i_trust_the_most_people_in_my_community_converted,IN A GENERAL WAY I TRUST THE MOST PEOPLE IN [MY COMMUNITY],"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,PCVERDE,Sustainable Livelihoods,Social Trust,Social Trust,in_a_general_way_i_trust_the_most_people_in_my_community_converted,IN A GENERAL WAY I TRUST THE MOST PEOPLE IN [MY COMMUNITY],"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Brazil,PIRAJUB,Sustainable Livelihoods,Social Trust,Social Trust,in_a_general_way_i_trust_the_most_people_in_my_community_converted,IN A GENERAL WAY I TRUST THE MOST PEOPLE IN [MY COMMUNITY],"With statement: strongly agree, agree, indifferent, disagree, strongly disagree"
Indonesia,SERIBU_,Community Support,Attitude - TURF,Attitude,12a_make_the_sea_awake_protect_the_sea,"Here, please tell me whether 'Agreed', 'Disagree', 'Do not know' to the statement below (12) For you to obey the PAAP agreement (A) Make the sea awake",[] Agree [] Disagree [] Do not know
Indonesia,SERIBU_,Community Support,Attitude - TURF,Attitude,12b_then_the_catch_is_getting_more_the_income_increases,"Here, please tell me whether 'Agreed', 'Disagree', 'Do not know' to the statement below (12) For you to obey the PAAP agreement (B) Then the catch is getting more, the income increases",[] Agree [] Disagree [] Do not know
Indonesia,SERIBU_,Community Support,Attitude - TURF,Attitude,12c_will_benefit_fishing_fishermen,"Here, please tell me whether 'Agreed', 'Disagree', 'Do not know' to the statement below (12) For you to obey the PAAP agreement (C) Will benefit fishing fishermen",[] Agree [] Disagree [] Do not know
Indonesia,BUMBANG,Community Support,Attitude - Catch Reporting,Attitude,add_a_job_because_it_should_report_the_catch,"(13) To me, by obeying the rules of access management of the fishing area (D) Increase employment due to having to report the catch",[] Agree [] Disagree [] Do not know
Indonesia,ANAMBAS,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
Indonesia,BANDAMP,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
Indonesia,BUNAKEN,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
Indonesia,GILIMAT,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
Indonesia,KAIMANA,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
Indonesia,KOLONOB,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
Indonesia,SABANG_,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
Indonesia,TAKABON,Community Support,Attitude - Enforcement,Attitude,can_not_be_done_because_there_is_no_firmness_against_violators_of_the_rules,"(14) ÿÿ9For me, obey the rules of access management of the fishery areaÿÿ1 ) can not be done because there is no firmness against rule violators",[] Agree [] Disagree [] Do not know
