country,site_code,survey,indicator_condensed,number_questions,questions
Philippines,CULASI_,Sustainable Livelihoods,Political Trust,3,"1: [Question: (33) Please answer the following question on a scale of 1 to 10, where 1 = completely dissatisfied and 10=completely satisfied. B. Most fishers in my community will follow the rules and regulations set forth for our fisheries (REMIND THAT THIS IS A SCALE OF 1 to 10).; Response: B. Most fishers in my community will follow the rules and regulations set forth for our fisheries (REMIND THAT THIS IS A SCALE OF 1 to 10).; 2: [Question: The committees or body that manage the MPA or our coastal resource management will make right decisions about managing our fishery and fishing grounds; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: Generally speaking, the [local government] can be trusted to make decisions in the best interest ofour community.; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,CULASI_,Sustainable Livelihoods,Social Equity,2,1: [Question: My family is able to benefit from our fishery as much as any other members of the community.; Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: My household is able to benefit from [our community’s fishery] as much as any other member of the community.; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer
Philippines,CULASI_,Sustainable Livelihoods,Social Trust,4,"1: [Question: Generally speaking, most fishers in my community can be trusted.; Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: (34). Please rate you agreement with the following statements on a scale from STRONGLY AGREE, AGREE, to DISAGREE and STRONGLY DISAGREE.

A. Generally speaking, most fishers in my community can be trusted.; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: Most people in [my community] will actively enforce the rules and regulations of [our fishery],including reporting violations when witnessed.); Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 4: [Question: Generally speaking, most people in [my community] can be trusted.; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,CULASI_,Sustainable Livelihoods,Subjective Well-being,2,"1: [Question: All things considered, how satisfied are you with your life these days?; Response: 1-10 scale of agreement with statement, 10 best; 2: [Question: Please answer the following question on a scale of 1 to 10, where 1=completely dissatisfied, and 10=completely satisfied.“All things considered, how satisfied are you with your life these days?”); Response: 1-10 scale of agreement with statement, 10 best"
Philippines,DAPACOR,Community Support,Attitude,6,"1: [Question: (13). I am going to ask you about the marine sanctuary that is going to be or has been created in your local area. A marine sanctuary or no-take fishing area is a clearly identified area where fishing is not allowed at any time by anyone.

(13A). Are there any benefits to the local community from having a marine sanctuary nearby? (IF respondents answers YES then please also NEXT QUESTION); Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: (B) Protecting the marine sanctuary is beneficial for increasing fish abundance in the municipality; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (D) Are there benefits of a registered fisher?; Response: [ ] True	[ ] False	[ ] Unsure; 4: [Question: Fish species will continue to decline in number or disappear; Response: Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree; 5: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?; Response: [ ] True	[ ] False	[ ] Unsure; 6: [Question: If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change; Response: Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,DAPACOR,Community Support,Communication,2,"1: [Question: (16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""; Response: [ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________; 2: [Question: (17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?; Response: [ ] Yes	[ ] No	[ ] Unsure"
Philippines,DAPACOR,Community Support,Knowledge,5,"1: [Question: After 5 years of no fishing being allowed, the marine sanctuary can be harvested agai; Response: [ ] True	[ ] False	[ ] Unsure; 2: [Question: (15) Please state below whether you STONGLY AGREE, AGREE, DISAGREE and STRONGLY DISAGREE with the following statements on the impacts of having a marine sanctuary on the community. (C) Hook and line fishing is the only allowed gear to use outside/bufferzone in marine sanctuaries; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: Fishers are allowed to fish outside the marine sanctuary; Response: yes, no, refused to answer; 4: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (H) Have you heard the; Response: [ ] True	[ ] False	[ ] Unsure; 5: [Question: No-one can fish or collect shells inside a marine sanctuary; Response: yes, no, refused to answer"
Philippines,DAPACOR,Sustainable Fishing Practices,Catch Reporting,2,"1: [Question: (24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?; Response: [ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting; 2: [Question: (27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch; Response: [ ] Yes	[ ] No	[ ] No Answer"
Philippines,DAPACOR,Sustainable Fishing Practices,Management Participation,3,"1: [Question: (25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?; Response: [ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management; 2: [Question: (27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries; Response: [ ] Yes	[ ] No	[ ] No Answer; 3: [Question: (11). Are you a member of any fisher association?; Response: [ ] Yes	[ ] No	[ ] Do not know/Unsure	[ ] Refused to answer"
Philippines,DAPACOR,Sustainable Fishing Practices,TURF Compliance,2,"1: [Question: (27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries; Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: In this community, there is much violation in fishing ordinances; Response: Strongly Agree	Agree	Neither Agree nor Disagree	Disagree	Strongly Disagree"
Philippines,DAPACOR,Sustainable Livelihoods,Food Security,3,"1: [Question: Since the implementation of coastal and fisheries program in the municipality, please describe the state in term of food availability in your households?; Response: We sometimes did not have enough food to feed everyone in the household; We always had enough food to feed everyone in the household; We often did not have enough food to feed everyone in the household; Refused to answer; 2: [Question: Was there an instance that you did not have enough food/had problems meeting your food requirements during the last 12 months?); Response: [ ] Yes	[ ] No	[ ] No Answer; 3: [Question: Now I would like to ask a couple of questions about the food eaten in your household. Which of these
statements best describes the food eaten in your household in the last 12 months?); Response: [1] We always have enough food to feed everyone in the household.
[2] We sometimes do not have enough food to feed everyone in the household.
[3] We often do not have enough food to feed everyone in the household.
[4] We never have enough food to feed everyone in the household"
Philippines,DAPACOR,Sustainable Livelihoods,Livelihood Stability,3,"1: [Question: It is not difficult for myself and members of my family to maintain fishing practices is needed to provide for the home.; Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: Compared to 5 years ago, the quality and stability of employment for my household has:; Response: (1) Worsened substantially 
[2] Worsened somewhat                                        
[3] Stayed the same
[4] Improved somewhat
[5] Improved substantially
[6] Don’t know; 3: [Question: It is easy for myself and members of my household to find as much employment as is needed to provide for the household.; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
